	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCB1	729.169590165103	-0.519029758662805	0.0829266666034264	-6.258900543355	3.87701015543816e-10	1.07268538527993e-08
ABCB10	1483.44155508834	-0.752276831783587	0.0776084909979873	-9.69322843557281	3.22180180128879e-22	4.87242783093936e-20
ABCB11	1.2162754957169	-0.071378365097329	0.0944598424017838	-0.755647725874049	0.449860433275852	NA
ABCB4	137.150390249508	-0.284670004755844	0.154824191117707	-1.83866618453327	0.0659643000363554	0.155595968444831
ABCB5	4.24663741101449	-0.226419447949886	0.151903415345128	-1.49054876373553	0.136080004701272	NA
ABCB6	246.003743077997	-0.0912825685242464	0.122828343395038	-0.743171860835619	0.457377637319321	0.624907592011496
ABCB7	1427.08599140776	0.165589052837024	0.0635114176505581	2.60723282462534	0.00912772723900081	0.0324914550278601
ABCB8	1030.24384337276	0.112691903886411	0.0901817553042635	1.24960867645791	0.211442532072129	0.369200798350807
ABCB9	205.677987864865	-0.0552386261345743	0.129951888856893	-0.425069820996638	0.670785777124336	0.79555729591519
ABCC1	1824.13634490054	0.0839145392935482	0.0609221285707941	1.37740655591237	0.168386587106289	0.313188999087123
ABCC10	575.224113137901	0.0479485229678799	0.0874684693799278	0.548180656501611	0.583567862773266	0.730080844785091
ABCC11	14.503334785599	0.0801111536184002	0.203747493813721	0.393188412376953	0.694180327533669	0.811744385706176
ABCC12	0.584923854060932	0.0183084256874908	0.0668954590131983	0.273687122527683	0.784325074778573	NA
ABCC13	0.111548257819013	0	0.037852998475548	0	1	NA
ABCC2	93.4689746063509	0.162407148811943	0.159365303097081	1.01908725209156	0.308161545642167	0.479447902164206
ABCC3	2.20605463984553	-0.0398257138520576	0.123495213678048	-0.322487914032711	0.747083092318195	NA
ABCC4	670.039738112471	-0.096799652436775	0.0820592440991737	-1.17963129565009	0.238146890206169	0.400866015640966
ABCC5	2012.89642223321	0.285169129865108	0.0628751761789834	4.53548041047762	5.74725128109742e-06	6.10674851334615e-05
ABCC6	87.8078117125294	0.124540723751929	0.170559614008772	0.730188822692362	0.465274773775967	0.631763001316966
ABCC6P1	24.8900219262557	0.122944432376978	0.207260340318143	0.593188413124572	0.553055066118265	0.706605869826462
ABCC6P2	7.00005077562097	-0.000641875084736635	0.177828354486254	-0.00360952046478197	0.99712002560294	0.998245351450806
ABCC8	59.7707057622567	-0.239141393471513	0.191271935110234	-1.2502691172842	0.211201255816646	0.368903561544729
ABCC9	3.9096435063225	0.000279946016671201	0.144262559203759	0.0019405313354784	0.998451680979409	NA
ABCD1	232.738821409769	0.0906368205420787	0.13473369344786	0.67271087300189	0.501131248919541	0.663955215141592
ABCD2	43.9193595855086	-0.789408653332544	0.198589808851638	-3.9750713186007	7.03581689185588e-05	0.000546073341925456
ABCD3	3040.32256839294	0.00156755149795207	0.0757299454346191	0.020699229201286	0.98348558389739	0.990780074667832
ABCD4	1188.28208469848	-0.0176930324935137	0.0709781542896761	-0.249274338993162	0.803148579441176	0.885834838345621
ABCE1	4177.09178592896	0.168217572893756	0.0671315958745161	2.50578838030592	0.0122178720065078	0.041078737803879
ABCF1	5876.27028171906	0.131340473237322	0.0536187726441818	2.44952405212456	0.0143045155769901	0.0466739503860023
ABCF2	3488.6483291508	0.250281094985772	0.0556682329062816	4.4959410766123	6.92629168164545e-06	7.25072886592683e-05
ABCF3	984.473363396655	0.323112274318373	0.0760364877461369	4.2494371307253	2.14308345597696e-05	0.000193411419430783
ABCG1	111.541849399807	-1.07434450907506	0.163897610532091	-6.55497359349668	5.5651723608592e-11	1.8211909635526e-09
ABCG2	209.049253101372	-0.504362087265211	0.127782848189262	-3.9470249287149	7.91283207939904e-05	0.000602434923268811
ABCG4	140.586336219679	-0.29934025324734	0.151939814172795	-1.9701238604051	0.0488241769511896	0.123684209524911
ABCG5	1.71741120605671	-0.184874014009253	0.109372082954173	-1.69032178062034	0.090966410373432	NA
ABCG8	1.73302068259441	-0.051695198683962	0.109686424956689	-0.471299877850651	0.637426602883614	NA
ABHD1	44.2981245721998	-0.167814218932857	0.200302921074375	-0.837802155019721	0.402141828236549	0.572906828099572
ABHD10	2173.41881026397	0.137479786750073	0.0707491326136442	1.94320102128799	0.0519918747540889	0.129892130400071
ABHD11	495.217133447369	-0.350865097019123	0.0953009189261348	-3.68165491972925	0.000231724915468302	0.0015133709100705
ABHD11-AS1	1.86087841347484	-0.0852979341425085	0.104416999336396	-0.816897006087173	0.413987288892272	NA
ABHD12	963.585937483782	0.380602596505294	0.0786523300718722	4.83905049167013	1.30460902741697e-06	1.66572908361264e-05
ABHD12B	0	NA	NA	NA	NA	NA
ABHD13	606.996501380717	-0.0456523910454421	0.0893964978156733	-0.510673148959065	0.609579945545571	0.751458278866995
ABHD14A	101.368408648678	-0.0413204595852667	0.171558642478943	-0.24085326736214	0.80966884319706	0.890064331014863
ABHD14A-ACY1	0	NA	NA	NA	NA	NA
ABHD14B	493.725923706948	0.198020850494895	0.108590953462018	1.82354831762442	0.0682203860393013	0.159751796953427
ABHD15	468.170839914062	0.0418161145260331	0.0936013658813509	0.446746841056136	0.655057857259442	0.78408551678641
ABHD16A	461.890661751839	0.280576808923869	0.0926367889938757	3.02878383384401	0.00245540304829286	0.0110224245773077
ABHD16B	1.31644416291795	-0.0332645612940248	0.100117915189357	-0.332253835201325	0.739697595791782	NA
ABHD2	2097.45364271488	0.215672480613403	0.0595379289094818	3.62243841134111	0.000291838959176709	0.00185096720972948
ABHD3	686.751264863436	-0.0391805701773313	0.0864494851669572	-0.453219242447345	0.650390877715407	0.780819938510435
ABHD4	461.441432412918	0.152175270326085	0.0986661809750566	1.54232452115032	0.122994753069767	0.247787023870636
ABHD5	937.328240775437	0.244218235012387	0.0854196671994812	2.85903987944677	0.00424925361659455	0.0173273883732182
ABHD6	244.645937940153	0.0135128001660155	0.117599120490745	0.11490562267495	0.908519928367577	0.951012359665462
ABHD8	541.460044120596	-0.201718874809458	0.0974090941077582	-2.0708423238831	0.0383735335441601	0.102599473398109
ABI1	1526.69918737569	0.349926307953916	0.0695168235019867	5.03369242617818	4.81121396153145e-07	6.86931987889784e-06
ABI2	3996.00403926793	-0.262124732845985	0.0524541724378275	-4.9972141521568	5.8164464220689e-07	8.1771467433725e-06
ABI3	2.38697825400655	0.0447829729513954	0.12368808229111	0.362063766547817	0.717304379431019	NA
ABI3BP	40.7900980372836	-0.138925759978234	0.203096377314736	-0.684038591997837	0.493950796781903	0.6573491295576
ABL1	2763.60417340323	0.0976295977798083	0.0548508621722315	1.77990999436348	0.0750906917991445	0.171232280215967
ABL2	1755.78005845498	0.0598417910275126	0.0715400998340389	0.836478998021187	0.402885487000307	0.573651483638371
ABLIM1	2728.21122269014	-0.341616572997605	0.0554073880660117	-6.16554190554167	7.02421640624779e-10	1.85451218576478e-08
ABLIM2	41.7730594647397	-0.00655334900653426	0.19888705371669	-0.0329501035088456	0.973714377643681	0.985794397672727
ABLIM3	95.035130581639	-0.323458694029637	0.170677556387287	-1.89514486190365	0.0580732126208727	0.141499520255801
ABO	1.71386511694866	-0.102635617989794	0.111110162938458	-0.923728444594596	0.355627718560218	NA
ABP1	1.36873584609606	-0.0474300561140628	0.0975094445215456	-0.486414996483573	0.626672960053381	NA
ABR	1927.54632753945	-0.00707991891761662	0.0641436218708273	-0.110376039130971	0.912111155010126	0.95304361871884
ABRA	0	NA	NA	NA	NA	NA
ABT1	1902.29429532896	0.235049231116328	0.0680442948220939	3.45435619152023	0.000551608313135951	0.00317179870569166
ABTB1	160.136680604325	-0.327796399181935	0.139788596300608	-2.34494377836819	0.0190299488863549	0.0589557505574286
ABTB2	678.729042133574	0.331667542679746	0.0850674534431683	3.89887705879577	9.66398231628129e-05	0.000714116947536592
ACAA1	839.922278254878	-0.104382183684996	0.0876928477530514	-1.19031581662101	0.233922286490706	0.396281398223571
ACAA2	876.817342312212	-0.127177744206488	0.0758907614515792	-1.67580008124745	0.0937773582271856	0.202154706491125
ACACA	3868.82104324149	0.179628704475253	0.0569726635999342	3.15289286343741	0.00161661126902758	0.00778422062987409
ACACB	472.582071531995	-0.00811549159635993	0.0949110739976214	-0.0855062665981771	0.931858913694473	0.96384902381267
ACAD10	491.334364050816	0.520560720046668	0.0916950429594379	5.67708682220632	1.37007942897601e-08	2.83422672844081e-07
ACAD11	97.0736212111945	-0.0201987840307009	0.167215758637885	-0.120794739653949	0.903853616743472	0.948063176097946
ACAD8	607.105760857961	0.166805769600192	0.0833324994711358	2.00168926479841	0.0453181616967659	0.116932417550194
ACAD9	1724.7237984278	0.029259786199898	0.0594342472003223	0.492305153647834	0.622503637410061	0.76029003919841
ACADL	107.496209332551	-0.284304463902003	0.155448141086781	-1.82893447238643	0.0674094252854067	0.158281069893093
ACADM	2093.32575906283	0.27252054172629	0.0630586009898355	4.32170294691787	1.54829547390486e-05	0.000146058839307697
ACADS	198.343598097897	-0.142231074815091	0.135470034856034	-1.04990801077333	0.293760408155024	0.464229063389551
ACADSB	1196.2810164726	0.121621668943322	0.0675706152561417	1.79991951356796	0.0718733479795836	0.166009955735168
ACADVL	1325.11670297654	0.197040847478984	0.0866995812092562	2.27268511255447	0.0230451624354265	0.0688614032719428
ACAN	19.6342801265608	0.193573078436555	0.206665245757212	0.936650367735087	0.348938434303768	0.521090687474993
ACAP1	5.43621832839527	-0.0767097459292866	0.165863237169001	-0.462487934267953	0.643731452918678	0.775874716969533
ACAP2	1904.39318422691	0.0416591261726997	0.0694269230425998	0.600042812600783	0.548477703442828	0.702832937358418
ACAP3	992.44419201376	0.168129751087213	0.0792039493990862	2.12274453941754	0.0337752645412917	0.0930091797311192
ACAT1	2313.70358371552	-0.0803434989976402	0.0574789431186324	-1.39779012345124	0.162176101097316	0.304583690233047
ACAT2	2498.73073144538	-0.00485893379110651	0.0573781907605168	-0.0846825897907197	0.932513737576741	0.964205957880656
ACBD3	3434.6920733577	0.115769557117309	0.0612220648990403	1.8909776615379	0.0586273262434925	0.142493034934449
ACBD4	440.669498235299	-0.394604929814293	0.107760616118163	-3.66186593979377	0.000250384883172515	0.00162172362793275
ACBD5	1427.91961624228	-0.138403362670741	0.0647538188078684	-2.13737761291576	0.032567290771036	0.0905293744133948
ACBD6	1119.1092962349	-0.192979964408157	0.06995500046886	-2.75863002093839	0.00580442094264234	0.0223082815256698
ACBD7	485.700742652615	-0.233300854356815	0.0933726461219049	-2.49859957971228	0.0124685106513343	0.0417502129010824
ACCN1	0.789290159669108	-0.0252193847828101	0.0757820856219265	-0.33278821209314	0.739294156952338	NA
ACCN2	853.019923894425	-0.0473614956623232	0.09000867734575	-0.526188108290867	0.598757515552641	0.741874468641703
ACCN3	75.3972201617344	0.0228693325389943	0.184278236431856	0.124102189069142	0.901234364933976	0.946885721204407
ACCN4	19.9767360384781	0.511113556305986	0.206030157564988	2.48077059371643	0.0131098716130638	0.0435461930041193
ACCN5	0	NA	NA	NA	NA	NA
ACCS	117.89647501705	-0.576560531154869	0.15871256686933	-3.632733957542	0.00028043411423745	0.00179397215502126
ACCSL	0.367553527320858	0.00310135626795209	0.0537382019353664	0.0577123192860498	0.953977780681974	NA
ACD	407.318426719231	-0.316524055992186	0.108517012509278	-2.91681505667254	0.0035362538381864	0.0149766791836404
ACE	151.2896081189	-0.036754941093031	0.150570650040739	-0.244104286480044	0.807150052822551	0.888309367308849
ACE2	26.3445190465379	-0.0128960897420017	0.206554275589594	-0.0624343877907672	0.950216910869146	0.973676240511022
ACER1	0.568351023846929	-0.00496800078402369	0.0653006378720925	-0.0760789013080507	0.939356325801499	NA
ACER2	83.2645179310152	0.0316876598510758	0.170074663352856	0.186316169771466	0.85219682783281	0.917476761653166
ACER3	826.266799002957	-0.00606486164072732	0.0802190688450158	-0.075603740208512	0.939734360727618	0.968009663870791
ACHE	88.3289273993494	0.742290507160785	0.175857012697177	4.22098894878305	2.43232862444108e-05	0.000216752763060176
ACIN1	6669.03721448373	0.336179139050929	0.0582932058201368	5.76703810197379	8.06768178609879e-09	1.76008794372634e-07
ACLY	13614.1321477457	0.116740290815426	0.0472333574425369	2.47156452846804	0.0134523271001267	0.0444614681176901
ACMSD	0	NA	NA	NA	NA	NA
ACN9	644.172969372486	0.18587433230637	0.085683784642348	2.16930581535615	0.0300594740283499	0.0850102445424122
ACO1	815.800269307875	-0.192682533627453	0.0772715557448545	-2.49357647545855	0.0126463338559617	0.0422729490288231
ACO2	1984.65673618092	0.194428301137525	0.0632005700880604	3.0763694198742	0.0020953805953529	0.00967103512112953
ACOT1	52.5356624231797	0.159431451992685	0.189768890502556	0.840134816462648	0.400832800879283	0.571460053020007
ACOT11	73.9045617552995	-0.244286556529034	0.179561835106984	-1.36045923335261	0.173684645069585	0.32025162360901
ACOT12	1.84227045352563	0.00964823953145323	0.110217646227471	0.0875380654703956	0.930243829676819	NA
ACOT13	988.587916556172	0.0667762593417077	0.0716400060484101	0.9321085106635	0.351280450182344	0.523491496663709
ACOT2	299.069716358782	0.178526435884262	0.11455568764804	1.55842489840194	0.119132558199856	0.241820153645968
ACOT4	0.768561227136272	0.00464966016290073	0.0772912926431479	0.0601576193629999	0.952030099397778	NA
ACOT6	0.748701353317301	-0.0434755849417689	0.0675524172413596	-0.643582964417602	0.519845900008844	NA
ACOT7	1438.56027624014	-0.357014047599617	0.071801976886276	-4.97220359496613	6.61961328850536e-07	9.20658180312928e-06
ACOT8	379.040662172946	-0.0890220785156464	0.104750708276634	-0.849847031874478	0.395410137428144	0.56637275500857
ACOT9	616.938826735985	-0.234819517902273	0.0852085699526645	-2.7558204301835	0.00585451284971463	0.0224564754149236
ACOX1	1550.32563161514	-0.0450202140808868	0.0669209017248563	-0.672737708556086	0.501114173203852	0.663955215141592
ACOX2	11.4351377058615	-0.0360394425316318	0.195688199446442	-0.184167684273141	0.853881910040221	0.918571720490091
ACOX3	263.40110267249	0.0144304152250528	0.117102484825494	0.123228941269325	0.901925808401396	0.946976951333616
ACOXL	92.1215367655233	-1.3052711956433	0.169671399338566	-7.69293587918566	1.43796588489008e-14	8.45252625997461e-13
ACP1	3084.75106367458	-0.0234016421379604	0.0548757376955739	-0.426447882446378	0.669781517028131	0.794848902235806
ACP2	649.266828179886	-0.111935312562222	0.0842964324166811	-1.32787722271473	0.184218670477549	0.334332311549432
ACP5	3.18715734567757	-0.0321430931670916	0.140336711933798	-0.229042655511658	0.818835762908419	NA
ACP6	566.469232463659	0.0864960439880845	0.0887333381478926	0.974786318124545	0.329666265214434	0.501681458894611
ACPL2	704.914881651976	-0.355697091919578	0.0834639545825636	-4.26168510345047	2.02891200489385e-05	0.000184820832165097
ACPP	88.4663117399324	-0.69265962992211	0.172918741319272	-4.0056943778188	6.1835559262706e-05	0.000487630180543743
ACPT	0.519761541817849	-0.086835566163857	0.0610645931773985	-1.42202807953852	0.155018099557591	NA
ACR	1.77009534508683	0.00542294951547545	0.113368394163168	0.0478347563754879	0.96184793666855	NA
ACRBP	10.0521296436956	0.12360809235341	0.195143146316181	0.633422667856004	0.526457666129458	0.685041438918935
ACRC	103.036852367383	1.11320634094635	0.160139353473049	6.95148517090581	3.61460412273094e-12	1.45490150955504e-10
ACRV1	0.99686232789736	-0.0346852348996584	0.0827577874307693	-0.419117474940642	0.675130280034929	NA
ACSBG1	20.0807177478595	0.853367459293311	0.207035067538064	4.12184983655688	3.75842172131257e-05	0.000317639578879008
ACSBG2	1.03275992771621	0.107085269292273	0.0827382156178299	1.29426611986537	0.195573514902146	NA
ACSF2	375.304916014202	-0.0581372103647136	0.108346717293269	-0.536584880623102	0.591554390137171	0.736081447115611
ACSF3	361.034839511257	0.168178576435027	0.0991468430439017	1.69625750323243	0.0898371247312234	0.195609853499897
ACSL1	1474.98326116943	-0.103153626236263	0.0661480299363754	-1.55943610619215	0.118893196144871	0.241617653796302
ACSL3	3213.20511651708	-0.460460431450937	0.0653662961085435	-7.04430966512655	1.86383226951148e-12	7.95422335950147e-11
ACSL4	4482.79885329444	-0.0622522883512803	0.0675000428678206	-0.922255538017709	0.356395299948122	0.528550928259033
ACSL5	10.0770255314568	0.486519297258518	0.189822296879334	2.56302502528344	0.0103764569025038	0.0359586360779313
ACSL6	174.872947904839	0.00924816089258856	0.139962051699235	0.0660762026585745	0.947317156964315	0.97196412554559
ACSM1	0.826550047809957	-0.0153116882172267	0.078034288268744	-0.196217439242791	0.844439978832338	NA
ACSM2A	0	NA	NA	NA	NA	NA
ACSM2B	0	NA	NA	NA	NA	NA
ACSM3	64.4962029025438	-0.12683912896516	0.183582355460505	-0.690911327763451	0.489621266980091	0.653578135908573
ACSM4	0	NA	NA	NA	NA	NA
ACSM5	0.29528444728044	0.000199261753742948	0.0505117291539524	0.00394486106653817	0.99685246442412	NA
ACSS1	401.99587579993	0.0486265693892222	0.10140438325551	0.479531237488001	0.631560751164941	0.766722922679159
ACSS2	490.694712510789	-0.0448148883322997	0.100241245919422	-0.447070344360283	0.654824270323056	0.784027491070119
ACSS3	216.615260079081	-0.18470852453406	0.131678445238028	-1.40272406922919	0.16069913701909	0.302575904429635
ACTA1	63.4715313208422	0.350899937377731	0.186734941729611	1.87913378250241	0.0602262283834861	0.145426129209357
ACTA2	267.836105952352	1.49920149776788	0.116495870430863	12.8691385559251	6.71468516064823e-38	3.73552324097919e-35
ACTB	43085.6375164185	-0.0355081054010584	0.0722939863256638	-0.491162643060026	0.623311418329684	0.760770547307372
ACTBL2	48.8995181394735	0.632165388751184	0.188179122860063	3.35938110000272	0.000781172585229637	0.00423835784051622
ACTC1	9.06032710418938	-0.0869778636049022	0.191047783803059	-0.455267587372608	0.648916741676059	0.77958555422452
ACTG1	52141.0495132938	0.0564265612515473	0.0566286910894806	0.996430610807975	0.319040966071636	0.490788114273061
ACTG2	2.5626830078845	-0.112816699824656	0.128357562357249	-0.878925228500842	0.37944181862018	NA
ACTL10	1.69546510559063	-0.00184039029704841	0.107655319572294	-0.0170952100124744	0.986360660211482	NA
ACTL6A	2421.58803951928	0.0307513869745788	0.0598563448780542	0.513753170816375	0.607424572342382	0.749572412530879
ACTL6B	2.56657708039329	0.0379478932887862	0.131983089923512	0.2875208733996	0.773713521694823	NA
ACTL7A	0	NA	NA	NA	NA	NA
ACTL7B	0.740979458810208	-0.0712079483263424	0.0724568087624951	-0.982764070658337	0.325723568912599	NA
ACTL8	14.6904232984731	0.0183909298031236	0.20461975087109	0.0898785660955566	0.928383713982341	0.962106488393302
ACTL9	0.111368293034921	-0.0116208626472845	0.037852998475548	-0.306999791701871	0.758843530768063	NA
ACTN1	2243.42012299964	0.113065459237417	0.0612774361743619	1.84514017387567	0.0650171505311484	0.153963538130693
ACTN2	527.98355894222	0.676300282176794	0.0964905251654645	7.008981255072	2.40059610699985e-12	9.97175614899643e-11
ACTN3	1.89485152672523	-0.0217524867030988	0.109480107753062	-0.198688941302128	0.842506075120789	NA
ACTN4	5164.2040108317	0.182537699089223	0.063625648793275	2.86893261681783	0.00411859530985499	0.0168918797107981
ACTR10	1426.61790621475	-0.0519069101281379	0.0659905358109506	-0.786581128494556	0.431527110041675	0.601296877459448
ACTR1A	3661.01434794381	-0.0899507949656383	0.0568710703472929	-1.58166172038505	0.113726815862198	0.234173510996095
ACTR1B	1527.97633291225	0.0786424098904954	0.0746843834928622	1.05299670710961	0.292342501266518	0.462936088801824
ACTR2	9242.10713223612	-0.054398728681804	0.0708964074479734	-0.767298804551189	0.44290387904421	0.611406746177921
ACTR3	4562.41757194692	0.0696682935770428	0.0563119089995044	1.23718578920235	0.216018116054159	0.374879032283382
ACTR3B	532.892434582908	-0.53419476501386	0.0907995812656777	-5.88322938903008	4.02337685754112e-09	9.3540509417788e-08
ACTR3BP2	0	NA	NA	NA	NA	NA
ACTR3BP5	15.4385897416359	-0.422035154098744	0.203783481556912	-2.07099785946527	0.0383589960928687	0.102578211525943
ACTR3C	23.8836578380442	0.274518199901641	0.207306821445941	1.32421209291092	0.185432615744127	0.336060666471241
ACTR5	395.172070548911	0.178130772285924	0.0978718125021729	1.82004162109462	0.0687526667990425	0.160551380724701
ACTR6	1147.96213299352	-0.0781147102872778	0.0859180451334536	-0.909176997287878	0.363256704253088	0.535381746820925
ACTR8	817.027009317876	0.108952227829157	0.0769345623888611	1.41616751231344	0.156726465314861	0.297360310622361
ACTRT1	0	NA	NA	NA	NA	NA
ACTRT2	0	NA	NA	NA	NA	NA
ACVR1	435.427546041384	-0.059635348189857	0.096489825029779	-0.618048049848283	0.53654366541997	0.693415803223004
ACVR1B	1448.39756014173	-0.043641350725134	0.0629100068333199	-0.693710792954796	0.487863596096527	0.652369408223505
ACVR1C	208.045088811119	0.000147565042227677	0.137912778598738	0.0010699881746058	0.999146273118142	0.99946708813006
ACVR2A	333.894633098447	-0.0462623120017251	0.113085302117303	-0.409092173213963	0.682472019840095	0.804061545586671
ACVR2B	3691.09936210204	-0.410943923656102	0.0712671580361123	-5.76624542047642	8.10569990833128e-09	1.76590891569338e-07
ACVRL1	81.1402152699527	-1.37422840309047	0.177135966135642	-7.75804277962475	8.62500607394751e-15	5.33141744499525e-13
ACY1	23.5067786102295	-0.0585591242948183	0.207532874489369	-0.282167942977237	0.777814737777759	0.870497544436001
ACY3	0.129861596500583	-0.0116208626472845	0.037852998475548	-0.306999791701871	0.758843530768063	NA
ACYP1	346.919081829721	-0.36207210759698	0.107463057687733	-3.36927047664223	0.000753674315504319	0.00410776235570706
ACYP2	72.5720291224412	0.233854115840306	0.173296561489038	1.34944463889491	0.177194190985768	0.324991629928802
ADA	380.779079631561	-0.110360820644694	0.110027070662088	-1.00303334425427	0.315844773261214	0.487346514202101
ADAD1	0.271190608352987	-0.0153750602990886	0.0459324489939149	-0.334731995263859	0.737827263647739	NA
ADAD2	0.382738866172	-0.0176862981498314	0.054874251344857	-0.322305958010834	0.747220919938178	NA
ADAL	548.023848582808	-0.146415101858983	0.0918169568948667	-1.59464119494433	0.110792494993877	0.229554493154214
ADAM1	197.160624301402	0.0127099096510127	0.130936993116203	0.0970688981664105	0.922671679862156	0.958771107979141
ADAM10	1351.11128902643	0.388664443379494	0.0779232267421047	4.98778682081301	6.10749069603526e-07	8.55543008742278e-06
ADAM11	533.881090587041	0.302870785322623	0.0902822565108437	3.35470996215348	0.000794482358622922	0.0043015820995027
ADAM12	130.667143123396	-0.0516247759681372	0.151556660583073	-0.340630202391138	0.733381989561079	0.839868493706288
ADAM15	1011.65148497646	0.220427078034542	0.0764049833395511	2.88498299979915	0.0039143479863918	0.0162478391994076
ADAM17	1195.9367669593	0.29004035767711	0.0706276901949791	4.10660970047876	4.0150881822106e-05	0.000335891668175588
ADAM18	0.271167024324383	0.0137952488973414	0.0457606828948178	0.301465101144801	0.763059858132829	NA
ADAM19	450.79565549868	0.18305822217898	0.0959780328411047	1.90729291651601	0.0564826669686287	0.138555984782729
