baseMean log2FoldChange lfcSE stat pvalue padj
AATK 264.021563951916 -0.49099351543946 0.131056634358736 -3.74642243669623 0.000179374430865034 0.00122731493091016
AATK-AS1 2.58860044931531 -0.161189356500641 0.123679301443939 -1.30328482307692 0.19247754056096 NA
ABAT 384.161134678001 -0.550037053125114 0.106200364523078 -5.17923884343721 2.22793070577394e-07 3.51101982918292e-06
ABCA1 108.221084734236 -0.385703623311155 0.168532215048032 -2.28860472284916 0.0221023292481085 0.0675473597936831
ABCA10 20.5070871518849 -0.23175258486939 0.20748244202063 -1.11697444184866 0.264005253258294 0.435667372115972
ABCA11P 195.456075183862 -0.0410645880145604 0.127613826134493 -0.321787922660373 0.74761336439091 0.852214141211838
ABCA12 5.86178644624676 -0.15732378790245 0.167738567854601 -0.937910642225232 0.348290333599339 0.524595744296692
ABCA13 4.55711459781512 0.305990143048111 0.161575851677742 1.89378635403017 0.0582533736579084 0.143839497072978
ABCA17P 11.5026176570889 -0.140193893822248 0.197966363719089 -0.708170272911516 0.478839524286299 0.64794174268235
ABCA2 859.231929191648 -0.155744775046172 0.0951609234866339 -1.63664631804511 0.101704391656845 0.218073022113709
ABCA3 811.095893826766 0.208297730571071 0.0897894355938229 2.31984675249925 0.0203491689186009 0.0631449512378835
ABCA4 7.41314224185916 -0.28912996429283 0.180988702988359 -1.59750282486651 0.110153668500407 0.231905519803733
ABCA5 1039.85343690225 -0.248957850011796 0.0759988794367704 -3.27580948372961 0.00105359607788733 0.00552091264984246
ABCA6 6.12494272420089 -0.345358326012789 0.17692244459344 -1.95203229757766 0.0509343701956362 0.129971023643303
ABCA7 387.332376132663 0.0633559361451669 0.105547021301354 0.600262663635722 0.548331197323957 0.70626191350509
ABCA8 43.0593542427917 -0.605172135528799 0.197290588860507 -3.06741512113728 0.0021591877147146 0.0100589778616018
ABCA9 11.2265541551292 -0.557018851936251 0.197042415129389 -2.82689821666306 0.0047001264565277 0.0190827526056886
ABCB1 729.169590165103 -0.519428181350754 0.0824257843286284 -6.30176813701661 2.94269156870848e-10 8.35473072425489e-09
ABCB10 1483.44155508834 -0.7526355377185 0.0772722280915262 -9.74005223231081 2.03449758393451e-22 3.15169353876301e-20
ABCB11 1.2162754957169 -0.0728876230343836 0.0953807171036546 -0.764175666190194 0.444762565633713 NA
ABCB4 137.150390249508 -0.286420828600711 0.153784598107227 -1.86248058730174 0.0625353792682938 0.151712712726911
ABCB5 4.24663741101449 -0.231346936012609 0.153197372024044 -1.51012339804563 0.131011940137719 0.263709665300549
ABCB6 246.003743077997 -0.0916911764481592 0.121884268200757 -0.752280649518557 0.451882302137768 0.623830594645287
ABCB7 1427.08599140776 0.165631327880109 0.06324969879761 2.61868959107782 0.00882682266867773 0.0320311081422383
ABCB8 1030.24384337276 0.112783135598176 0.0897087452917565 1.25721450268172 0.208675973156217 0.369462009993252
ABCB9 205.677987864865 -0.0551175456183074 0.128790102872875 -0.427964140014022 0.668677228509204 0.797295909288063
ABCC1 1824.13634490054 0.0839256794788413 0.0607257278112491 1.38204485156116 0.166957929980345 0.314830621592245
ABCC10 575.224113137901 0.0479590793678395 0.0868398968931499 0.552270109519471 0.580763306317766 0.731890511769504
ABCC11 14.503334785599 0.0813375802082907 0.204294109065962 0.398139626150594 0.69052726622391 0.812181413819012
ABCC12 0.584923854060932 0.0187149990784208 0.0675160001000201 0.277193540060072 0.781631499647832 NA
ABCC13 0.111548257819013 0 0.0378834184830031 0 1 NA
ABCC2 93.4689746063509 0.163150196335886 0.158483635713493 1.02944506290119 0.303270582777635 0.478491586947488
ABCC3 2.20605463984553 -0.0403618840613653 0.124450175612577 -0.324321632032204 0.745694544039217 NA
ABCC4 670.039738112471 -0.0968723772994231 0.0815655109248816 -1.18766346463076 0.234966023317134 0.400675202313583
ABCC5 2012.89642223321 0.285222513222125 0.0626671489350736 4.55138805688496 5.32931504015584e-06 5.78466331841677e-05
ABCC6 87.8078117125294 0.125076176274333 0.169598751271122 0.737482884377996 0.46082874786366 0.631862464631139
ABCC6P1 24.8900219262557 0.123858026649165 0.207221685649301 0.597707842502451 0.550034891641035 0.707540527330878
ABCC6P2 7.00005077562097 -0.00116155521078631 0.178825284120394 -0.00649547527073577 0.994817397009801 0.997505585790761
ABCC8 59.7707057622567 -0.241064576485701 0.190555503249283 -1.26506226466912 0.205849008588274 0.366232994922242
ABCC9 3.9096435063225 2.79791442573382e-05 0.145592505934944 0.000192174343573977 0.999846667059224 0.999846667059224
ABCD1 232.738821409769 0.0909392514742157 0.133786282652656 0.679735243936162 0.496672115780698 0.663830614414585
ABCD2 43.9193595855086 -0.794671217064454 0.198201143715624 -4.00941791841846 6.08686063932864e-05 0.000487605406492487
ABCD3 3040.32256839294 0.00157131175598849 0.0755913344692525 0.0207869297059128 0.983415624071409 0.991304684366963
ABCD4 1188.28208469848 -0.0176657113333667 0.0706144483232052 -0.250171342449778 0.802454846147966 0.887315975407966
ABCE1 4177.09178592896 0.168238075371063 0.0670397495948586 2.50952720420013 0.0120892903321953 0.0413409165324707
ABCF1 5876.27028171906 0.131350610842581 0.0535570162094561 2.45253787718273 0.0141852444258474 0.0470169838094767
ABCF2 3488.6483291508 0.250312777559394 0.0555506627070101 4.50602684759342 6.60527338048223e-06 6.9936126117435e-05
ABCF3 984.473363396655 0.32330882730027 0.0756455300227323 4.27399777889205 1.91998948306532e-05 0.000178216126770158
ABCG1 111.541849399807 -1.07776848946628 0.163224391934276 -6.6029867025037 4.02955699200315e-11 1.35644749713929e-09
ABCG2 209.049253101372 -0.505496124210012 0.126760762041432 -3.98779650791929 6.66898277310195e-05 0.000528352974814373
ABCG4 140.586336219679 -0.300494153922923 0.151038377654644 -1.98952185920599 0.0466436315047962 0.121235188578547
ABCG5 1.71741120605671 -0.188121912006675 0.110315545463692 -1.70530736367152 0.0881371149587739 NA
ABCG8 1.73302068259441 -0.0531620298550187 0.110847952051131 -0.479594154617278 0.631516003605318 NA
ABHD1 44.2981245721998 -0.17018874971575 0.199772377955647 -0.851913319836117 0.394262203429647 0.569541470946939
ABHD10 2173.41881026397 0.137505466723478 0.0705211196088217 1.94984803823615 0.0511942339603314 0.13043846120084
ABHD11 495.217133447369 -0.351142477366784 0.0947706282052146 -3.70518254460049 0.000211238546032633 0.00141499674244193
ABHD11-AS1 1.86087841347484 -0.0870466798956136 0.105600259180262 -0.824303657692954 0.409767040822795 NA
ABHD12 963.585937483782 0.38084768540515 0.0782304387612425 4.86828006381874 1.12573716344942e-06 1.47285014343571e-05
ABHD12B 0 NA NA NA NA NA
ABHD13 606.996501380717 -0.0458087107155502 0.0888480340141456 -0.515584967341618 0.606144311791849 0.752715280484921
ABHD14A 101.368408648678 -0.0411375886724664 0.170494780304336 -0.241283566564531 0.809335346675402 0.89220359206527
ABHD14A-ACY1 0 NA NA NA NA NA
ABHD14B 493.725923706948 0.198098508578143 0.107975974004669 1.83465359219244 0.0665570325637077 0.159051072575486
ABHD15 468.170839914062 0.0417713678922294 0.093045309129584 0.448935774226452 0.653477988377259 0.786458004252558
ABHD16A 461.890661751839 0.280833216051427 0.0920620298782571 3.05047820934212 0.00228477259049795 0.0105211634787837
ABHD16B 1.31644416291795 -0.0339392610932717 0.101008301119702 -0.336004672062063 0.736867343305385 NA
ABHD2 2097.45364271488 0.215697903262537 0.0593524044035189 3.63418980966758 0.000278855521533168 0.00180797184135848
ABHD3 686.751264863436 -0.0392410341358834 0.085761592306589 -0.45755953312528 0.647268922115504 0.781581876893823
ABHD4 461.441432412918 0.152414195425342 0.0978786377369286 1.55717528307853 0.119428875020075 0.245789646565241
ABHD5 937.328240775437 0.244429162219471 0.0849595273277845 2.87700708687365 0.00401466578890165 0.0167515709539003
ABHD6 244.645937940153 0.0135142618444654 0.116886194065708 0.115618974101153 0.907954524598991 0.951841538137709
ABHD8 541.460044120596 -0.201851865854695 0.0968212362333083 -2.08478918166564 0.0370884411521556 0.101471736458127
ABI1 1526.69918737569 0.350017033272527 0.0692157220186433 5.05690070210132 4.26124970680483e-07 6.20936075997971e-06
ABI2 3996.00403926793 -0.262149110488172 0.0523622566947281 -5.00645172755829 5.5442557654704e-07 7.90564298425788e-06
ABI3 2.38697825400655 0.0458041207602114 0.124715125051367 0.367269974201974 0.713417648610512 NA
ABI3BP 40.7900980372836 -0.140966497002591 0.20272877639436 -0.695345276135711 0.486838946546792 0.654802495387764
ABL1 2763.60417340323 0.0976466825548874 0.0547491361736094 1.78352919113189 0.0745002005160725 0.17268023041688
ABL2 1755.78005845498 0.0598301515171896 0.0713199116298567 0.838898284502961 0.401526390556745 0.576807381104969
ABLIM1 2728.21122269014 -0.341655263326297 0.0552870355555632 -6.17966327716983 6.42384659592082e-10 1.72267052579013e-08
ABLIM2 41.7730594647397 -0.00692514481968357 0.198341894408763 -0.0349151894526706 0.972147368566494 0.985541127354701
ABLIM3 95.035130581639 -0.325063223495343 0.169866919020864 -1.91363465805497 0.0556668534098555 0.139175856002453
ABO 1.71386511694866 -0.104602277612883 0.112104512366723 -0.933078208936869 0.350779589281452 NA
ABP1 1.36873584609606 -0.0481741877005161 0.0983810789080379 -0.48966923554017 0.62436797491411 NA
ABR 1927.54632753945 -0.00705933105407339 0.0638866345578024 -0.110497776302277 0.912014613325634 0.953548599057979
ABRA 0 NA NA NA NA NA
ABT1 1902.29429532896 0.235128899682276 0.0677474086376487 3.47067001396139 0.000519161571102628 0.00304102130268485
ABTB1 160.136680604325 -0.328625578474041 0.138994906152077 -2.36429943781167 0.0180642054012776 0.0573368731614852
ABTB2 678.729042133574 0.331978503651612 0.0844067002689043 3.93308235713503 8.38634881608694e-05 0.000640251587126714
ACAA1 839.922278254878 -0.104466149754406 0.0872063769562289 -1.19791870045054 0.230948668809121 0.396197443105365
ACAA2 876.817342312212 -0.127265552393681 0.0754703805024136 -1.68629800918535 0.0917384143142945 0.201928285115034
ACACA 3868.82104324149 0.179651056594175 0.0568814343266817 3.15834258964713 0.00158668972478456 0.00776711498123796
ACACB 472.582071531995 -0.00802389127188678 0.0942013504866126 -0.0851780917198962 0.932119807547422 0.964327968507268
ACAD10 491.334364050816 0.520999959202482 0.0911069890377732 5.71855095536605 1.074363002221e-08 2.29485087863966e-07
ACAD11 97.0736212111945 -0.0201203408072741 0.166360679654319 -0.12094408876594 0.903735320674915 0.949399756070271
ACAD8 607.105760857961 0.16696724340932 0.0828506200492338 2.01528055324269 0.0438752613520658 0.115733785771791
ACAD9 1724.7237984278 0.0292688035377206 0.0592189650237574 0.494247130559924 0.621131658258765 0.763189337684958
ACADL 107.496209332551 -0.285060877534849 0.154545180640747 -1.84451482959859 0.0651081466424214 0.156449086016305
ACADM 2093.32575906283 0.272570088186297 0.0628256495912158 4.33851603540615 1.43448020097851e-05 0.00013771700413245
ACADS 198.343598097897 -0.143087451238034 0.134427897636737 -1.06441783107177 0.28713945963719 0.461110831116245
ACADSB 1196.2810164726 0.121652702961726 0.0672263851388165 1.80959756664774 0.0703582175685224 0.165811154978714
ACADVL 1325.11670297654 0.197081364875124 0.0864028069167877 2.28096021307419 0.0225508013395152 0.0685111550215735
ACAN 19.6342801265608 0.195042967377588 0.20692047673856 0.942598675838259 0.345886217399487 0.52218379078685
ACAP1 5.43621832839527 -0.0781026619527908 0.166814879952524 -0.468199611299777 0.639641850118941 0.776276713242101
ACAP2 1904.39318422691 0.0416695554616371 0.0691739014496418 0.60238839487711 0.546915633112171 0.705047723531339
ACAP3 992.44419201376 0.168237232901411 0.0787810875453523 2.135502798239 0.0327199618639377 0.092031272101941
ACAT1 2313.70358371552 -0.0803621979979621 0.0573390416550896 -1.40152670289405 0.16105662816998 0.306551301333676
ACAT2 2498.73073144538 -0.00486251877433025 0.0572170537065437 -0.0849837322849452 0.932274323673578 0.964327968507268
ACBD3 3434.6920733577 0.115786349716635 0.0610564028091603 1.89638341581538 0.0579093632138847 0.143300527208552
ACBD4 440.669498235299 -0.395307435137419 0.106969857558521 -3.69550305254126 0.000219451843545071 0.00146325683894908
ACBD5 1427.91961624228 -0.138416536831063 0.0644597566861923 -2.14733259861516 0.0317668123699684 0.0900464128930922
ACBD6 1119.1092962349 -0.193076311211741 0.0696107794807751 -2.77365535412606 0.00554303671387013 0.0217736813900817
ACBD7 485.700742652615 -0.233591779007041 0.0927603752358076 -2.51822805172169 0.0117946926079464 0.0405245726211011
ACCN1 0.789290159669108 -0.0256526657464387 0.0766163002786104 -0.334819948929333 0.737760911155743 NA
ACCN2 853.019923894425 -0.0474912389688089 0.0895719674515867 -0.53020202994288 0.595971863769859 0.743613313912408
ACCN3 75.3972201617344 0.0226327388947332 0.183490697295382 0.123345429650306 0.901833567807392 0.948243820616045
ACCN4 19.9767360384781 0.520846381315201 0.206546557372258 2.52168996637636 0.0116792594435971 0.040223238437737
ACCN5 0 NA NA NA NA NA
ACCS 117.89647501705 -0.578324532755597 0.157890936391345 -3.66281020287431 0.000249463377320658 0.00164006495613038
ACCSL 0.367553527320858 0.00317145574220484 0.0546081193072944 0.0580766337027322 0.953687586574984 NA
ACD 407.318426719231 -0.317013243922651 0.107679287203866 -2.94405035689416 0.00323947286029479 0.0141304070417889
ACE 151.2896081189 -0.0374016190323372 0.149690277128068 -0.249860042682253 0.802695584592312 0.887397682238962
ACE2 26.3445190465379 -0.0131543801193687 0.206440134561589 -0.0637200714255701 0.949193122536647 0.973751622855474
ACER1 0.568351023846929 -0.0049462701817981 0.0659643833860555 -0.0749839523679034 0.940227480098681 NA
ACER2 83.2645179310152 0.0318014946936929 0.169314879257916 0.187824571786452 0.851014173063092 0.918353993331171
ACER3 826.266799002957 -0.00610491728455663 0.0797261061995396 -0.0765736290855239 0.938962738282572 0.967835235919684
ACHE 88.3289273993494 0.744806596202842 0.175194027471735 4.25132412874639 2.12510352638473e-05 0.000194650699580911
ACIN1 6669.03721448373 0.336198706625689 0.058250584246015 5.77159372695371 7.85252606061901e-09 1.72820559756189e-07
ACLY 13614.1321477457 0.116741482749246 0.0472378176584135 2.47135639485777 0.0134601599818644 0.0451577612848253
ACMSD 0 NA NA NA NA NA
ACN9 644.172969372486 0.186008503255004 0.0851800659592962 2.18370931226901 0.0289836150605451 0.0838402033912359
ACO1 815.800269307875 -0.192753480828724 0.0768721949753204 -2.50745384453516 0.0121604462032028 0.0415397301687655
ACO2 1984.65673618092 0.194482722835032 0.0629441287071551 3.08976749427821 0.00200313237598703 0.00944190511201463
ACOT1 52.5356624231797 0.160245324946311 0.189120407124886 0.847319056586492 0.396817307550535 0.571999284986635
ACOT11 73.9045617552995 -0.245223379307993 0.178707416857091 -1.37220594209637 0.169999336143486 0.319193858261409
ACOT12 1.84227045352563 0.00984696372484884 0.11114515956834 0.0885955246552522 0.929403364907845 NA
ACOT13 988.587916556172 0.0668281581361003 0.0712977541022454 0.937310844886706 0.348598686072293 0.524937772269677
ACOT2 299.069716358782 0.178916524948072 0.113648420761193 1.57429838223644 0.115418483609432 0.239544397043717
ACOT4 0.768561227136272 0.00475228125095278 0.0780052331871949 0.0609225952770166 0.951420854438299 NA
ACOT6 0.748701353317301 -0.0446896260647118 0.0684565624593051 -0.65281726775688 0.513874089998638 NA
ACOT7 1438.56027624014 -0.357133701140655 0.0714133294647531 -5.00093895379744 5.70517765769077e-07 8.11335246935062e-06
ACOT8 379.040662172946 -0.0891511400477971 0.104013947472769 -0.857107553495521 0.391385447058298 0.567138151214594
ACOT9 616.938826735985 -0.235057754444785 0.0846976358880509 -2.77525756156255 0.00551580063153359 0.0216987462713881
ACOX1 1550.32563161514 -0.0450146993385096 0.0666180171583506 -0.675713587084256 0.499222507751066 0.666242416667448
ACOX2 11.4351377058615 -0.0374837853938791 0.196456852595417 -0.190799073173961 0.84868301484597 0.916892557714287
ACOX3 263.40110267249 0.0144968822222251 0.116251970870141 0.124702249034718 0.900759276829766 0.947921008795074
ACOXL 92.1215367655233 -1.30970811460373 0.16900901699888 -7.7493386912747 9.23723390656564e-15 5.60415605373237e-13
ACP1 3084.75106367458 -0.02339751893831 0.0547349709204701 -0.427469285994627 0.669037551438249 0.797606333737948
ACP2 649.266828179886 -0.1119387856105 0.0838220514598814 -1.33543361992371 0.181734467378775 0.334767393384408
ACP5 3.18715734567757 -0.0324930218795805 0.141411898317822 -0.229775727969882 0.818266046398483 NA
ACP6 566.469232463659 0.0864562220050337 0.0881900176297748 0.980340228164829 0.32691820357353 0.503150583959101
ACPL2 704.914881651976 -0.355945652886729 0.0829963697913144 -4.28868941836512 1.79730485707467e-05 0.000167804542419447
ACPP 88.4663117399324 -0.695429592360909 0.172181528045963 -4.03893263262982 5.3694982635431e-05 0.000437243543352659
ACPT 0.519761541817849 -0.0887700124521083 0.061746992186108 -1.43764107868691 0.150535919090218 NA
ACR 1.77009534508683 0.00563823738736012 0.114231259091448 0.0493580954303097 0.96063392243543 NA
ACRBP 10.0521296436956 0.125599518891365 0.195911349250307 0.641103842998355 0.521455217553405 0.684745243295377
ACRC 103.036852367383 1.11716067007051 0.159261469681519 7.01463242995641 2.30554262293174e-12 9.7063952748018e-11
ACRV1 0.99686232789736 -0.0359909163647946 0.0840162831018037 -0.428380250066334 0.668374301252058 NA
ACSBG1 20.0807177478595 0.863914451916075 0.207333116520855 4.16679431830744 3.08912982458404e-05 0.000270231115576003
ACSBG2 1.03275992771621 0.109692384511445 0.0837367747519658 1.30996667636605 0.190207109006027 NA
ACSF2 375.304916014202 -0.0584276746483679 0.107668056313673 -0.542664896616585 0.587360547663393 0.736497045070106
ACSF3 361.034839511257 0.168335405628415 0.0985175229795348 1.70868491753882 0.0875093293859548 0.194714664577088
ACSL1 1474.98326116943 -0.103195120056983 0.0658473955715467 -1.56718605438017 0.11707120916644 0.242228252037952
ACSL3 3213.20511651708 -0.460532072181187 0.0652252290010768 -7.06064323934508 1.65733603682581e-12 7.16651864596004e-11
ACSL4 4482.79885329444 -0.06226904454259 0.0674258113639676 -0.923519395361204 0.355736597635467 0.531871547214346
ACSL5 10.0770255314568 0.494124335968561 0.190766334220197 2.59020721862907 0.00959181746388434 0.0342847310604253
ACSL6 174.872947904839 0.00880254063761349 0.139050103487726 0.0633048118399312 0.949523784156951 0.973751622855474
ACSM1 0.826550047809957 -0.015639600756467 0.0788386331667123 -0.198374833863437 0.842751805834596 NA
ACSM2A 0 NA NA NA NA NA
ACSM2B 0 NA NA NA NA NA
ACSM3 64.4962029025438 -0.127788301968986 0.182762504381949 -0.699204152411514 0.484424455940432 0.653098926733845
ACSM4 0 NA NA NA NA NA
ACSM5 0.29528444728044 0.00021343280639603 0.0511951728622824 0.00416900255362308 0.996673626864236 NA
ACSS1 401.99587579993 0.0485624726794573 0.100741454108492 0.482050543236737 0.629770041734951 0.768889034044141
ACSS2 490.694712510789 -0.0449401004027599 0.0995098367672274 -0.45161465301047 0.651546612057574 0.784846575720267
ACSS3 216.615260079081 -0.185607386396589 0.130680951595546 -1.42030941870579 0.155517620311728 0.299076672254301
ACTA1 63.4715313208422 0.353757090139117 0.185860757984935 1.90334470801948 0.0569955807058009 0.141522173318045
ACTA2 267.836105952352 1.50157549960768 0.115690742166032 12.9792191794631 1.60508524670625e-38 9.14669292730177e-36
ACTB 43085.6375164185 -0.0355083433388362 0.0723285989046042 -0.490930888702392 0.623475329262868 0.76459706046563
ACTBL2 48.8995181394735 0.636561063008653 0.187354889024719 3.39762184121424 0.00067974311002661 0.00380160570052036
ACTC1 9.06032710418938 -0.0881090230127441 0.191833466880005 -0.45929953957334 0.646019078361357 0.780722594435645
ACTG1 52141.0495132938 0.056425629381735 0.056665367469459 0.995769230864809 0.319362283528408 0.495068939665723
ACTG2 2.5626830078845 -0.115888301641393 0.129681534448768 -0.89363764960057 0.37151579537235 NA
ACTL10 1.69546510559063 -0.00197859171320043 0.108733560407453 -0.0181966975585655 0.985481937167858 NA
ACTL6A 2421.58803951928 0.0307727509334513 0.0596717064958969 0.515700869650297 0.606063347152592 0.75267331624897
ACTL6B 2.56657708039329 0.0386614370274408 0.133018570724567 0.290646913561375 0.771321376331052 NA
ACTL7A 0 NA NA NA NA NA
ACTL7B 0.740979458810208 -0.0726899525354076 0.0732719534721064 -0.992056975293823 0.321169732918385 NA
ACTL8 14.6904232984731 0.0189929064277101 0.205083748910532 0.0926104897565323 0.926213009945643 0.961259362200492
ACTL9 0.111368293034921 -0.0116301982997277 0.0378834184830031 -0.306999705027827 0.758843596740608 NA
ACTN1 2243.42012299964 0.113083282078284 0.0611148956940039 1.8503391160885 0.0642646882041167 0.154685075423878
ACTN2 527.98355894222 0.677096956423815 0.0958284701176643 7.06571810645033 1.59787495841706e-12 6.92817740122356e-11
ACTN3 1.89485152672523 -0.0219860365827021 0.11053448292646 -0.198906585534305 0.842335817937406 NA
ACTN4 5164.2040108317 0.182557762030664 0.0635578970411675 2.87230651939944 0.00407487515879266 0.0169584527996077
ACTR10 1426.61790621475 -0.051912601583024 0.0657269745731492 -0.789821864160949 0.429631808323732 0.603291836100806
ACTR1A 3661.01434794381 -0.089957968105861 0.0567523706340011 -1.58509621890519 0.112944474546748 0.235882465427738
ACTR1B 1527.97633291225 0.0786564087602526 0.0743914596605084 1.05733116569036 0.290360474427242 0.464600053144914
ACTR2 9242.10713223612 -0.0543999360716713 0.070884998335249 -0.767439336238509 0.442820348363519 0.615473996383999
ACTR3 4562.41757194692 0.0696706466811986 0.0562259987631384 1.23911799192217 0.215301804921832 0.3772628595797
ACTR3B 532.892434582908 -0.534493004379212 0.0901329378500438 -5.93005195579511 3.02838840530725e-09 7.22286478252353e-08
ACTR3BP2 0 NA NA NA NA NA
ACTR3BP5 15.4385897416359 -0.426588724752749 0.204249840038261 -2.0885633235886 0.0367470495959758 0.100693100352634
ACTR3C 23.8836578380442 0.277170064238956 0.207233661548364 1.33747607491976 0.181067286763262 0.333950319471651
ACTR5 395.172070548911 0.178324920627191 0.09721343588297 1.83436496208062 0.0665998370317252 0.159105704398594
ACTR6 1147.96213299352 -0.0781664863558549 0.0855186525770126 -0.914028507236631 0.360701866605028 0.537281458509132
ACTR8 817.027009317876 0.108958219273603 0.0765009478940863 1.42427280018089 0.154367518022452 0.297294884437688
ACTRT1 0 NA NA NA NA NA
ACTRT2 0 NA NA NA NA NA
ACVR1 435.427546041384 -0.0597573459879501 0.0958009696661421 -0.623765565173288 0.532781557166923 0.693851006052515
ACVR1B 1448.39756014173 -0.0436378621173112 0.0626628924368791 -0.696390805152635 0.486184119774113 0.65448020038098
ACVR1C 208.045088811119 -0.000198081999215764 0.136960349199408 -0.00144627259183872 0.998846041830549 0.999284434350006
ACVR2A 333.894633098447 -0.0466204478186538 0.112247724153035 -0.415335350185747 0.677896426466299 0.803390358155789
ACVR2B 3691.09936210204 -0.410995190528453 0.0711710547635147 -5.77475199565465 7.70665115034473e-09 1.70314855616206e-07
ACVRL1 81.1402152699527 -1.37965683340874 0.17654425721301 -7.81479304503293 5.5053408770024e-15 3.51372876133801e-13
ACY1 23.5067786102295 -0.0591377364316907 0.207550456948517 -0.284931853685872 0.775696351344535 0.871662593947093
ACY3 0.129861596500583 -0.0116301982997277 0.0378834184830031 -0.306999705027827 0.758843596740608 NA
ACYP1 346.919081829721 -0.362504606441083 0.106698967776978 -3.39745185912941 0.000680165542100925 0.0038026353853407
ACYP2 72.5720291224412 0.234898208495552 0.172407415511456 1.36246000671556 0.17305275735756 0.322837577036972
ADA 380.779079631561 -0.110360936726246 0.109282354307451 -1.00986968505236 0.312557728328759 0.487707058513572
ADAD1 0.271190608352987 -0.0158034000984242 0.0465777886319473 -0.339290476482278 0.734390916281139 NA
ADAD2 0.382738866172 -0.0181445570674266 0.0555589021337076 -0.32658235441298 0.743983791497238 NA
ADAL 548.023848582808 -0.14657777724646 0.0912089027455629 -1.60705559253744 0.108042173566033 0.228515498597511
ADAM1 197.160624301402 0.0130104584312455 0.129671614736204 0.100333896957428 0.920079247380639 0.957525728620237
ADAM10 1351.11128902643 0.388760633407673 0.0776303591510433 5.00784277773689 5.50434670329475e-07 7.86983476682537e-06
ADAM11 533.881090587041 0.303132054113851 0.0897265258453386 3.37839954526222 0.000729090647610174 0.00404512345076886
ADAM12 130.667143123396 -0.0521450662303606 0.150525506970332 -0.346420133570041 0.729026996355398 0.83902778598213
ADAM15 1011.65148497646 0.220507245307831 0.0759942387942944 2.90163108159703 0.00371225433006032 0.015749197046116
ADAM17 1195.9367669593 0.290113534772617 0.07028982876359 4.12738997769326 3.66903877762538e-05 0.000314748294278444
ADAM18 0.271167024324383 0.0143052159759779 0.0466074455400293 0.306929843724039 0.758896772724451 NA
ADAM19 450.79565549868 0.183117356968456 0.0953776552908217 1.91991883644132 0.054868152229071 0.137631856149514
ADAM2 0.129861596500583 -0.0116301982997277 0.0378834184830031 -0.306999705027827 0.758843596740608 NA
